Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
Cannabis Retail Sales,SELECT CANNABIS,10124 - 149 STREET NW,356093840-002,Issued,,"Apr 20, 2024",Stony Plain Road and Area,4090,Canora,Nakota Isga,53.542190,-113.578590,"(53.54219004094278, -113.57859008299731)",1,POINT (-113.57859008299731 53.54219004094278)
Cannabis Retail Sales,VALUE BUDS AT GRIESBACH,"106, 9910 - 137 AVENUE NW",349058888-007,Issued,,"Jun 09, 2023",,3111,Griesbach,Anirniq,53.600627,-113.495232,"(53.60062702758945, -113.49523208203074)",1,POINT (-113.49523208203074 53.60062702758945)
Cannabis Retail Sales,BRIGHTLEAF CANNABIS,12824 - 97 STREET NW,376673191-002,Issued,,"May 31, 2023",,3260,Lauderdale,Anirniq,53.586398,-113.492928,"(53.586398028149986, -113.49292808733522)",1,POINT (-113.49292808733522 53.586398028149986)
Cannabis Retail Sales,VALUE BUDS AT RIVERBEND SQUARE,548 - RIVERBEND SQUARE NW,310620030-007,Issued,,"Nov 06, 2023",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
Cannabis Retail Sales,CANNABIS 118,,390712944-002,Renewal Notice,,"Mar 06, 2023",,,,,,,,1,
Cannabis Retail Sales,T'S CANNABIS,"BSMT, 5233A - TERWILLEGAR BOULEVARD NW",461676939-002,Issued,,"Feb 08, 2024",,4720,Glastonbury,sipiwiyiniwak,53.493855,-113.666226,"(53.49385530146919, -113.66622561011508)",1,POINT (-113.66622561011508 53.49385530146919)
Cannabis Retail Sales,SMOKEY'S,10185 - 107 STREET NW,343874564-011,Issued,,"Jun 10, 2023",Downtown,1090,Downtown,O-day'min,53.542838,-113.504219,"(53.542838032053886, -113.5042185994313)",1,POINT (-113.5042185994313 53.542838032053886)
Cannabis Retail Sales,CANNABIS HOUSE,18920 - 87 AVENUE NW,375621204-002,Issued,,"Oct 20, 2023",,4040,Belmead,Nakota Isga,53.521769,-113.650167,"(53.521769050661945, -113.65016707385335)",1,POINT (-113.65016707385335 53.521769050661945)
Cannabis Retail Sales,SEED TO SOUL,11521 - 107 AVENUE NW,339188101-002,Renewal Notice,,"Mar 28, 2023",North Edge,1180,Queen Mary Park,O-day'min,53.551226,-113.520779,"(53.55122603353097, -113.52077859290705)",1,POINT (-113.52077859290705 53.55122603353097)
Cannabis Retail Sales,KURVE CANNABIS,8260 - 118 AVENUE NW,436802604-002,Issued,,"Aug 07, 2023",Alberta Avenue,1100,Eastwood,Métis,53.570603,-113.468759,"(53.57060302620138, -113.468758598066)",1,POINT (-113.468758598066 53.57060302620138)
Cannabis Retail Sales,CROWN CANNABIS,14608 - 50 STREET NW,357681496-002,Issued,,"Aug 24, 2023",,2130,Casselman,Dene,53.609159,-113.418237,"(53.609159017920675, -113.41823709645091)",1,POINT (-113.41823709645091 53.609159017920675)
Cannabis Retail Sales,HOLLYBUD CANNABIS LTD.,6004 - 184 STREET NW,410747015-013,Issued,,"Sep 25, 2024",,4220,Jamieson Place,sipiwiyiniwak,53.494499,-113.640731,"(53.494499051136366, -113.64073058509494)",1,POINT (-113.64073058509494 53.494499051136366)
Cannabis Retail Sales,WAKE N BAKE CANNABIS,1091 - KNOTTWOOD ROAD EAST NW,389571615-011,Issued,,"Dec 14, 2023",,6450,Menisa,Karhiio,53.444855,-113.443788,"(53.444855030667206, -113.44378814570454)",1,POINT (-113.44378814570454 53.444855030667206)
Cannabis Retail Sales,AURORA CANNABIS,"1388, 8882 - 170 STREET NW",306718250-009,Issued,,"Oct 09, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Cannabis Retail Sales,SPIRITLEAF,11835 - ST ALBERT TRAIL NW,369977412-002,Issued,,"Jan 11, 2024",The Crossroads,3410,Sherbrooke,Anirniq,53.570810,-113.548674,"(53.570810035702564, -113.54867408008128)",1,POINT (-113.54867408008128 53.570810035702564)
Cannabis Retail Sales,VALUE BUDS,10387 - 112 STREET NW,407083175-014,Issued,,"Apr 06, 2024",,1150,Oliver,O-day'min,53.545862,-113.513345,"(53.54586203296175, -113.51334459637219)",1,POINT (-113.51334459637219 53.54586203296175)
Cannabis Retail Sales,VALUE BUDS AT MEYOKUMIN,5619 - 23 AVENUE NW,397123841-002,Issued,,"Aug 22, 2023",,6460,Meyokumin,Karhiio,53.453333,-113.425928,"(53.453333028045115, -113.42592764688591)",1,POINT (-113.42592764688591 53.453333028045115)
Cannabis Retail Sales,WAKE N' BAKE CANNABIS,3735 - 8 AVENUE SW,372039493-002,Issued,,"Apr 07, 2024",,6661,Charlesworth,Karhiio,53.425415,-113.398559,"(53.425415026460875, -113.39855866230732)",1,POINT (-113.39855866230732 53.425415026460875)
Cannabis Retail Sales,DELTA 9 CANNABIS STORE INC.,12620F - 132 AVENUE NW,402596497-002,Issued,,"Aug 18, 2024",,3250,Kensington,Anirniq,53.592242,-113.540522,"(53.59224232917444, -113.54052171269564)",1,POINT (-113.54052171269564 53.59224232917444)
Cannabis Retail Sales,CANNABIS DISCOUNTER,11452 - JASPER AVENUE NW,393321872-002,Issued,,"May 18, 2023",,1150,Oliver,O-day'min,53.541281,-113.518668,"(53.54128103386452, -113.51866809671586)",1,POINT (-113.51866809671586 53.54128103386452)
Cannabis Retail Sales,CORNER GRASS CANNABIS,6509 - 104 STREET NW,384128186-010,Issued,,"Dec 01, 2023",,5151,Strathcona Junction,papastew,53.501852,-113.497167,"(53.50185203363074, -113.49716711473386)",1,POINT (-113.49716711473386 53.50185203363074)
Cannabis Retail Sales,CANNABIS LIFE INC.,9329 - 156 STREET NW,378023961-009,Issued,,"Nov 13, 2023",,4500,Sherwood,sipiwiyiniwak,53.529518,-113.589809,"(53.52951804302149, -113.58980858473905)",1,POINT (-113.58980858473905 53.52951804302149)
Cannabis Retail Sales,LUCID CANNABIS,11908 - JASPER AVENUE NW,386759463-002,Issued,,"Mar 11, 2024",,1150,Oliver,O-day'min,53.541281,-113.527250,"(53.54128103488557, -113.52724959479369)",1,POINT (-113.52724959479369 53.54128103488557)
Cannabis Retail Sales,TWEED,10431 - 82 AVENUE NW,360892572-002,Issued,,"May 04, 2023",Old Strathcona,5330,Queen Alexandra,papastew,53.517764,-113.498936,"(53.51776403290241, -113.49893560901495)",1,POINT (-113.49893560901495 53.51776403290241)
Cannabis Retail Sales,NUMO CANNABIS,"103, 10235 - 124 STREET NW",363517558-002,Issued,,"Sep 03, 2023",124 Street and Area,1150,Oliver,O-day'min,53.543990,-113.535386,"(53.54399003569448, -113.535385592063)",1,POINT (-113.535385592063 53.54399003569448)
Cannabis Retail Sales,EDMONTON CANNABIS & EDIBLES,"109, 9303 - 34 AVENUE NW",390319573-009,Issued,,"Nov 24, 2023",,6570,Parsons Industrial,Karhiio,53.465546,-113.475954,"(53.46554603325736, -113.47595413160627)",1,POINT (-113.47595413160627 53.46554603325736)
Cannabis Retail Sales,NUMO CANNABIS,13656 - 137 AVENUE NW,383496805-010,Issued,,"May 25, 2023",,3340,Pembina,Anirniq,53.600366,-113.558048,"(53.600366035088896, -113.55804756803637)",1,POINT (-113.55804756803637 53.600366035088896)
Cannabis Retail Sales,SMOKEY'S,6482 - CARTMELL PLACE SW,386383288-002,Renewal Notice,,"Apr 05, 2023",,5462,Chappelle,Ipiihkoohkanipiaohtsi,53.397218,-113.570139,"(53.397218048481754, -113.57013913328377)",1,POINT (-113.57013913328377 53.397218048481754)
Cannabis Retail Sales,PLANTLIFE,9776 - 170 STREET NW,326814676-002,Issued,,"Sep 18, 2023",,4540,Terra Losa,Nakota Isga,53.533739,-113.617389,"(53.53373904605774, -113.61738907715876)",1,POINT (-113.61738907715876 53.53373904605774)
Cannabis Retail Sales,BUDABOOM,5718 - 75 STREET NW,415008747-002,Issued,,"Feb 15, 2024",,6430,McIntyre Industrial,Karhiio,53.494283,-113.443784,"(53.494283027736316, -113.44378362922757)",1,POINT (-113.44378362922757 53.494283027736316)
Cannabis Retail Sales,UNCLE SAM'S CANNABIS,10404 - 68 AVENUE NW,350139711-010,Issued,,"Feb 29, 2024",,5010,Allendale,papastew,53.504687,-113.498157,"(53.50468703358113, -113.4981571135642)",1,POINT (-113.4981571135642 53.50468703358113)
Cannabis Retail Sales,UNCLE SAM'S CANNABIS,12751 - 50 STREET NW,362182319-009,Issued,,"Feb 29, 2024",,2350,Homesteader,Dene,53.586695,-113.417216,"(53.58669501912145, -113.41721560423508)",1,POINT (-113.41721560423508 53.58669501912145)
Cannabis Retail Sales,PLANET HOLLYWEED,831 - DANIELS WAY SW,411903306-002,Issued,,"May 03, 2023",,5463,Desrochers Area,Ipiihkoohkanipiaohtsi,53.398721,-113.542298,"(53.39872104508974, -113.54229763900153)",1,POINT (-113.54229763900153 53.39872104508974)
Cannabis Retail Sales,HI GUYS CANNABIS,2207 - 47 STREET NW,384572035-012,Issued,,"Dec 02, 2023",,6580,Pollard Meadows,Sspomitapi,53.454917,-113.414345,"(53.45491702657712, -113.414344648956)",1,POINT (-113.414344648956 53.45491702657712)
Cannabis Retail Sales,WAKE N' BAKE CANNABIS,2755 - 182 STREET SW,445753799-002,Issued,,"Sep 06, 2023",,5574,Keswick,pihêsiwin,53.411042,-113.635713,"(53.41104205544905, -113.6357131140615)",1,POINT (-113.6357131140615 53.41104205544905)
Cannabis Retail Sales,FOUR20,"7, 3749 - 17 STREET NW",355301412-002,Issued,,"Feb 24, 2024",,6443,Tamarack,Sspomitapi,53.475896,-113.366807,"(53.475896019691675, -113.36680665263808)",1,POINT (-113.36680665263808 53.475896019691675)
Cannabis Retail Sales,UNCLE SAM'S CANNABIS,13572 - FORT ROAD NW,325703943-004,Issued,,"Feb 29, 2024",Fort Road and Area,2080,Belvedere,Dene,53.598764,-113.423529,"(53.59876401916209, -113.42352909875878)",1,POINT (-113.42352909875878 53.59876401916209)
Cannabis Retail Sales,CANNABIS DISCOUNTER,3909 - 34 STREET NW,408670634-011,Issued,,"Feb 22, 2024",,6390,Larkspur,Sspomitapi,53.474510,-113.391917,"(53.47451002275256, -113.39191664746164)",1,POINT (-113.39191664746164 53.47451002275256)
Cannabis Retail Sales,LUCID CANNABIS,991 - TAMARACK WAY NW,394653612-002,Issued,,"May 27, 2023",,6443,Tamarack,Sspomitapi,53.480522,-113.366312,"(53.480522019357856, -113.36631165120744)",1,POINT (-113.36631165120744 53.480522019357856)
Cannabis Retail Sales,VALUE BUDS AT HERITAGE VALLEY,2706 - JAMES MOWATT TRAIL SW,429254422-002,Issued,,"Oct 31, 2023",,5464,Heritage Valley Town Centre,Ipiihkoohkanipiaohtsi,53.407046,-113.535012,"(53.40704604373193, -113.53501213786402)",1,POINT (-113.53501213786402 53.40704604373193)
Cannabis Retail Sales,EDMONTON CANNABIS & EDIBLES,3315 - 118 AVENUE NW,446946328-002,Issued,,"Oct 06, 2023",Beverly,2660,Rundle Heights,Métis,53.569901,-113.392461,"(53.56990101716781, -113.39246111543851)",1,POINT (-113.39246111543851 53.56990101716781)
Cannabis Retail Sales,CANNABIS BAY,1770 - 34 AVENUE NW,418839287-002,Issued,,"Nov 14, 2023",,6790,Wild Rose,Sspomitapi,53.468012,-113.370650,"(53.46801202061634, -113.37064965440162)",1,POINT (-113.37064965440162 53.46801202061634)
Cannabis Retail Sales,2140201 ALBERTA LTD,"BSMT, 11639 - JASPER AVENUE NW",387326626-002,Issued,,"Apr 29, 2023",,1150,Oliver,O-day'min,53.540624,-113.522381,"(53.540624034344845, -113.52238059610455)",1,POINT (-113.52238059610455 53.540624034344845)
Cannabis Retail Sales,KUSHI CANNABIS,382 - SADDLEBACK ROAD NW,414499986-009,Issued,,"Nov 09, 2023",,5060,Blue Quill,Ipiihkoohkanipiaohtsi,53.460326,-113.530827,"(53.460326040081966, -113.53082712106516)",1,POINT (-113.53082712106516 53.460326040081966)
Cannabis Retail Sales,SELECT CANNABIS,13546 - 97 STREET NW,395814199-002,Issued,,"May 17, 2023",,3390,Rosslyn,Anirniq,53.597855,-113.493243,"(53.59785502751512, -113.49324308341008)",1,POINT (-113.49324308341008 53.59785502751512)
Cannabis Retail Sales,LUX LEAF CANNABIS - HERITAGE,10946 - 23 AVENUE NW,396980308-012,Issued,,"Nov 13, 2023",,5180,Ermineskin,Ipiihkoohkanipiaohtsi,53.454989,-113.512256,"(53.454989038192075, -113.51225562699882)",1,POINT (-113.51225562699882 53.454989038192075)
Cannabis Retail Sales,GANJA HUT,431 - MISTATIM WAY NW,417204510-002,Issued,,"Dec 29, 2023",,4320,Mistatim Industrial,Anirniq,53.600078,-113.581016,"(53.600078037843524, -113.5810155629898)",1,POINT (-113.5810155629898 53.600078037843524)
Cannabis Retail Sales,VALUE BUDS AT HAMPTONS,19908 - LESSARD ROAD NW,393967990-002,Issued,,"May 19, 2023",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Cannabis Retail Sales,WAKE N' BAKE CANNABIS,858 - 119 STREET SW,397192897-010,Issued,,"Mar 21, 2024",,5452,MacEwan,Ipiihkoohkanipiaohtsi,53.425046,-113.530877,"(53.425046042174756, -113.53087663280431)",1,POINT (-113.53087663280431 53.425046042174756)
Cannabis Retail Sales,WAKE N’ BAKE CANNABIS,6609 - 99 STREET NW,384066479-011,Issued,,"Oct 04, 2023",,6730,Terrace Heights,Métis,53.539601,-113.432293,"(53.53960050943035, -113.43229317529499)",1,POINT (-113.43229317529499 53.53960050943035)
Cannabis Retail Sales,PLANT LIFE DISPENSARY (ALBANY) LTD.,12920 - 167 AVENUE NW,376812888-002,Issued,,"Mar 04, 2024",,3460,Albany,Anirniq,53.629589,-113.544818,"(53.629589031803924, -113.54481756114774)",1,POINT (-113.54481756114774 53.629589031803924)
Cannabis Retail Sales,CANNABIS DISCOUNTER,15150 - 127 STREET NW,374531954-002,Issued,,"Nov 30, 2023",,3150,Cumberland,Anirniq,53.614856,-113.542734,"(53.6148560324164, -113.54273406658464)",1,POINT (-113.54273406658464 53.6148560324164)
Cannabis Retail Sales,LUX LEAF CANNABIS,3908 - GATEWAY BOULEVARD NW,419108634-005,Issued,,"Apr 26, 2023",,5120,Calgary Trail South,Karhiio,53.472746,-113.493977,"(53.472746034971266, -113.49397662516898)",1,POINT (-113.49397662516898 53.472746034971266)
Cannabis Retail Sales,PLUTO CANNABIS INC.,"106, 10104 - 111 AVENUE NW",390670294-006,Issued,,"May 09, 2023",Kingsway,1230,Spruce Avenue,O-day'min,53.559308,-113.494247,"(53.5593080298986, -113.49424659614115)",1,POINT (-113.49424659614115 53.5593080298986)
Cannabis Retail Sales,SPIRITLEAF,"105, 11044 - 82 AVENUE NW",340964469-002,Issued,,"Oct 29, 2023",,1070,Cromdale,Métis,53.559395,-113.467388,"(53.5593947309994, -113.46738806058575)",1,POINT (-113.46738806058575 53.5593947309994)
Cannabis Retail Sales,DISCOUNTED CANNABIS,14147 - 127 STREET NW,393437808-005,Issued,,"Mar 02, 2024",,3020,Baranow,Anirniq,53.603777,-113.540534,"(53.603777032802086, -113.54053357081162)",1,POINT (-113.54053357081162 53.603777032802086)
Cannabis Retail Sales,PLANTLIFE,5229 - 167 AVENUE NW,399704509-011,Issued,,"Feb 02, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Cannabis Retail Sales,CANNA CABANA,10275 - JASPER AVENUE NW,355903132-002,Renewal Notice,,"Apr 05, 2023",Downtown,1090,Downtown,O-day'min,53.540579,-113.497100,"(53.54057903134001, -113.49709960178414)",1,POINT (-113.49709960178414 53.54057903134001)
Cannabis Retail Sales,DELTA 9 CANNABIS STORE INC.,4512 - 118 AVENUE NW,402593686-002,Issued,,"Aug 18, 2024",Beverly,2040,Beacon Heights,Métis,53.570621,-113.411595,"(53.57062101940047, -113.41159511089624)",1,POINT (-113.41159511089624 53.57062101940047)
Cannabis Retail Sales,LUCID CANNABIS,15211 - 111 AVENUE NW,370185241-002,Issued,,"Sep 16, 2023",,4200,High Park,Nakota Isga,53.558480,-113.583356,"(53.55848004055554, -113.5833555764617)",1,POINT (-113.5833555764617 53.55848004055554)
Cannabis Retail Sales,CANNABIS DISCOUNTER,3516 - EWING TRAIL SW,365492592-011,Issued,,"May 19, 2023",,6214,Ellerslie Industrial,Karhiio,53.401097,-113.491200,"(53.40109703888905, -113.49120014963405)",1,POINT (-113.49120014963405 53.40109703888905)
Cannabis Retail Sales,PLANTLIFE,10328 - 103 STREET NW,394299034-012,Issued,,"Jun 27, 2023",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
Cannabis Retail Sales,CANNABACEE THE HEMP HOUSE,6111 - 28 AVENUE NW,386668303-002,Issued,,"Jul 12, 2024",,6520,Mill Woods Town Centre,Karhiio,53.458634,-113.427651,"(53.458634027934785, -113.42765114473427)",1,POINT (-113.42765114473427 53.458634027934785)
Cannabis Retail Sales,CANNABIS BAY,6871 - AD ASTRA BOULEVARD NW,402910489-002,Issued,,"Oct 13, 2023",,3111,Griesbach,Anirniq,53.606648,-113.515442,"(53.60664802964408, -113.51544157546994)",1,POINT (-113.51544157546994 53.60664802964408)
Cannabis Retail Sales,PLANTLIFE,6115 - CURRENTS DRIVE NW,361175190-002,Issued,,"Jun 21, 2023",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Cannabis Retail Sales,CREST CANNABIS CASTLE,"101, 3412 - 118 AVENUE NW",387990184-002,Issued,,"Sep 22, 2024",Beverly,2040,Beacon Heights,Métis,53.571071,-113.395341,"(53.571071017441156, -113.39534111439843)",1,POINT (-113.39534111439843 53.571071017441156)
Cannabis Retail Sales,DOWNTOWN 420,"1B, 10020 - JASPER AVENUE NW",345820954-006,Issued,,"May 30, 2023",Downtown,1090,Downtown,O-day'min,53.541425,-113.491493,"(53.5414250306233, -113.49149260275735)",1,POINT (-113.49149260275735 53.5414250306233)
Cannabis Retail Sales,KUSHI CANNABIS,9442 - 149 STREET NW,350363577-002,Issued,,"Feb 18, 2024",,4500,Sherwood,sipiwiyiniwak,53.531084,-113.578536,"(53.53108404158785, -113.57853608673466)",1,POINT (-113.57853608673466 53.53108404158785)
Cannabis Retail Sales,FIRE AND FLOWER,4357 - 50 STREET NW,306082440-009,Issued,,"Jan 11, 2024",,6330,Jackson Heights,Sspomitapi,53.481359,-113.417162,"(53.48135902534156, -113.41716163951257)",1,POINT (-113.41716163951257 53.48135902534156)
Cannabis Retail Sales,MILKYWAY CANNABIS,4962A - 98 AVENUE NW,402866711-010,Issued,,"May 18, 2024",,6180,Eastgate Business Park,Métis,53.537549,-113.417112,"(53.53754931770743, -113.41711173865971)",1,POINT (-113.41711173865971 53.53754931770743)
Cannabis Retail Sales,MOUNTAIN STANDARD CANNABIS,9729 - 118 AVENUE NW,347527888-002,Issued,,"Dec 15, 2023",Alberta Avenue,1230,Spruce Avenue,O-day'min,53.570090,-113.493207,"(53.570090029141056, -113.49320709275383)",1,POINT (-113.49320709275383 53.570090029141056)
Cannabis Retail Sales,WAKE N' BAKE CANNABIS,3725 - 118 AVENUE NW,406453515-002,Issued,,"Aug 30, 2023",Beverly,2100,Beverly Heights,Métis,53.570117,-113.399382,"(53.57011701797795, -113.3993821138102)",1,POINT (-113.3993821138102 53.57011701797795)
Cannabis Retail Sales,DISCOUNTED CANNABIS,12988 - 50 STREET NW,341344192-005,Issued,,"Feb 29, 2024",,2380,Kennedale Industrial,Dene,53.589062,-113.419200,"(53.58906201921813, -113.41920010299361)",1,POINT (-113.41920010299361 53.58906201921813)
Cannabis Retail Sales,VALUE BUDS AT RABBIT HILL ROAD,5035 - MULLEN ROAD NW,363141355-002,Issued,,"Oct 20, 2023",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
Cannabis Retail Sales,CANNABIS HOUSE,16434 - ELLERSLIE ROAD SW,382879909-002,Issued,,"Jan 24, 2024",,5505,Ambleside,pihêsiwin,53.423777,-113.606981,"(53.423777051285086, -113.606980616231)",1,POINT (-113.606980616231 53.423777051285086)
Cannabis Retail Sales,BUDABOOM,3016A - 106 STREET NW,375049315-014,Issued,,"Dec 05, 2024",,5470,Steinhauer,Ipiihkoohkanipiaohtsi,53.463389,-113.502676,"(53.463389247090895, -113.50267598574409)",1,POINT (-113.50267598574409 53.463389247090895)
Cannabis Retail Sales,SMOKEY'S,5017 - 22 AVENUE SW,373266244-002,Issued,,"Oct 21, 2023",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
Cannabis Retail Sales,PRAIRIE RECORDS,"102, 8623 - 112 STREET NW",360190271-002,Issued,,"Jul 06, 2023",,5200,Garneau,papastew,53.522633,-113.520410,"(53.52263303516895, -113.52040960257489)",1,POINT (-113.52040960257489 53.52263303516895)
Cannabis Retail Sales,CLAIR'S CANNABIS,10004 - 158 STREET NW,325603434-006,Issued,,"May 21, 2023",Stony Plain Road and Area,4180,Glenwood,Nakota Isga,53.539553,-113.594268,"(53.53955304296398, -113.59426808037597)",1,POINT (-113.59426808037597 53.53955304296398)
Cannabis Retail Sales,LUCID CANNABIS,8062 - 167 AVENUE NW,360621877-002,Issued,,"May 14, 2023",,2700,Schonsee,tastawiyiniwak,53.629607,-113.466009,"(53.62960702240911, -113.46600907882686)",1,POINT (-113.46600907882686 53.62960702240911)
Cannabis Retail Sales,CANNAMART INC,10114 - 175 STREET NW,314179397-008,Issued,,"Jul 24, 2023",,4510,Stone Industrial,Nakota Isga,53.542199,-113.623572,"(53.542199046298805, -113.62357207293796)",1,POINT (-113.62357207293796 53.542199046298805)
Cannabis Retail Sales,CANNABIS COWBOY,6111 - 104 STREET NW,406536003-002,Renewal Notice,,"Mar 22, 2023",,5110,Calgary Trail North,papastew,53.498513,-113.496551,"(53.49851303375459, -113.49655061598811)",1,POINT (-113.49655061598811 53.49851303375459)
Cannabis Retail Sales,ELEVATE,10604 - 105 AVENUE NW,404705366-002,Issued,,"Aug 22, 2024",North Edge,1030,Central McDougall,O-day'min,53.548085,-113.504205,"(53.54808503174359, -113.50420509767464)",1,POINT (-113.50420509767464 53.54808503174359)
Cannabis Retail Sales,STAR BUDS CANNABIS CO.,16737 - 127 STREET NW,400547881-002,Issued,,"Sep 02, 2023",,3370,Rapperswill,Anirniq,53.630561,-113.539508,"(53.63056103111397, -113.53950756201023)",1,POINT (-113.53950756201023 53.63056103111397)
Cannabis Retail Sales,HEY BUD RETAIL CANNABIS,10311 - 103 AVENUE NW,353218102-011,Issued,,"Feb 07, 2024",Downtown,1090,Downtown,O-day'min,53.544341,-113.497923,"(53.544341031216526, -113.49792310033827)",1,POINT (-113.49792310033827 53.544341031216526)
Cannabis Retail Sales,FIRE & FLOWER CANNABIS CO.,"118, 12222 - 137 AVENUE NW",363230124-002,Issued,,"Jun 09, 2023",,3020,Baranow,Anirniq,53.600753,-113.532830,"(53.60075303206106, -113.53282957355691)",1,POINT (-113.53282957355691 53.60075303206106)
Cannabis Retail Sales,CANNABIS SPOT,14053 - VICTORIA TRAIL NW,375826326-002,Issued,,"Jan 18, 2025",,2030,Bannerman,Dene,53.603696,-113.384271,"(53.603696014200295, -113.38427110592778)",1,POINT (-113.38427110592778 53.603696014200295)
Cannabis Retail Sales,PLANTLIFE,1309 - WINDERMERE WAY SW,372180192-002,Issued,,"Sep 24, 2023",,5570,Windermere,pihêsiwin,53.435990,-113.615990,"(53.43599005163491, -113.61598961015359)",1,POINT (-113.61598961015359 53.43599005163491)
Cannabis Retail Sales,FOUR20 PREMIUM MARKET,"155, 5055 - 101 AVENUE NW",400602285-002,Issued,,"Jul 19, 2023",,6550,Ottewell,Métis,53.539463,-113.421477,"(53.53946302241457, -113.42147711912314)",1,POINT (-113.42147711912314 53.53946302241457)
Cannabis Retail Sales,PLANT LIFE DISPENSARY (ORCHARDS) LTD.,6639 - 25 AVENUE SW,420545637-010,Issued,,"Jun 09, 2023",,6216,The Orchards At Ellerslie,Karhiio,53.409413,-113.444243,"(53.40941303282804, -113.44424265738304)",1,POINT (-113.44424265738304 53.40941303282804)
Cannabis Retail Sales,CHOOM CANNABIS CO,"1, 10502 - 107 AVENUE NW",352061100-002,Renewal Notice,,"Apr 12, 2023",North Edge,1030,Central McDougall,O-day'min,53.551658,-113.501613,"(53.55165803122504, -113.50161309705695)",1,POINT (-113.50161309705695 53.55165803122504)
Cannabis Retail Sales,CANNABIS DISCOUNTER,10828 - 102 AVENUE NW,374029127-002,Issued,,"Oct 01, 2023",Downtown,1090,Downtown,O-day'min,53.543261,-113.507877,"(53.543261032464244, -113.50787709846962)",1,POINT (-113.50787709846962 53.543261032464244)
Cannabis Retail Sales,"""FOUR20""",10806 - 82 AVENUE NW,439328532-002,Issued,,"Aug 08, 2023",Old Strathcona,5200,Garneau,papastew,53.518412,-113.509875,"(53.51841203416484, -113.50987510634748)",1,POINT (-113.50987510634748 53.51841203416484)
Cannabis Retail Sales,UNCLE SAM'S CANNABIS,13712 - CASTLE DOWNS ROAD NW,373957220-009,Issued,,"Feb 29, 2024",,3090,Carlisle,Anirniq,53.600096,-113.517525,"(53.60009603027606, -113.51752507720929)",1,POINT (-113.51752507720929 53.60009603027606)
Cannabis Retail Sales,CANNABIS DISCOUNTER,2063 - 111 STREET NW,392106105-011,Issued,,"Aug 23, 2023",,5250,Keheewin,Ipiihkoohkanipiaohtsi,53.452802,-113.514920,"(53.45280203863776, -113.51491962713163)",1,POINT (-113.51491962713163 53.45280203863776)
Cannabis Retail Sales,CANNABIS BAY,9912 - 82 AVENUE NW,374944463-012,Issued,,"Nov 09, 2023",Old Strathcona,5480,Strathcona,papastew,53.518367,-113.486660,"(53.518367031407465, -113.48665961156387)",1,POINT (-113.48665961156387 53.518367031407465)
Cannabis Retail Sales,CANNABIS HOUSE,4212 - 66 STREET NW,394028742-002,Issued,,"May 20, 2023",,6480,Michaels Park,Karhiio,53.481143,-113.443829,"(53.48114302851977, -113.44382863360357)",1,POINT (-113.44382863360357 53.48114302851977)
Cannabis Retail Sales,WAKE N’ BAKE CANNABIS,6937 - ELLERSLIE ROAD SW,395517681-002,Issued,,"Jun 10, 2023",,6213,Summerside,Karhiio,53.424236,-113.444778,"(53.42423603200975, -113.44477815233974)",1,POINT (-113.44477815233974 53.42423603200975)
